Language,Speech,file_name,Intent,NER_Tag
English,Do you know how to bake a cake,./Intent_Prediction/audio/0817.mp3,enquire_info,'00000000
English,Whats the best way to relax after work,./Intent_Prediction/audio/0818.mp3,enquire_info,'00000000
English,How do I deal with stress,./Intent_Prediction/audio/0819.mp3,enquire_info,'000000
English,Can you suggest a weekend getaway,./Intent_Prediction/audio/0821.mp3,enquire_info,'000000
English,Whats the best way to learn to cook,./Intent_Prediction/audio/0822.mp3,enquire_info,'00000000
English,How do I create a budget,./Intent_Prediction/audio/0823.mp3,enquire_info,'000000
English,Can you recommend some good TV shows,./Intent_Prediction/audio/0824.mp3,enquire_info,'0000000
English,How do I start a journal,./Intent_Prediction/audio/0828.mp3,enquire_info,'000000
English,How do I organize a party,./Intent_Prediction/audio/0830.mp3,enquire_info,'000000
English,Can you recommend some healthy snacks,./Intent_Prediction/audio/0831.mp3,enquire_info,'000000
English,How do I improve my speaking skills,./Intent_Prediction/audio/0833.mp3,enquire_info,'0000000
English,Whats your idea of a perfect vacation,./Intent_Prediction/audio/0834.mp3,enquire_info,'0000000
English,How do I stay productive throughout the day,./Intent_Prediction/audio/0835.mp3,enquire_info,'00000000
English,Can you recommend a good movie to watch,./Intent_Prediction/audio/0836.mp3,enquire_info,'00000000
English,How do I make my own website,./Intent_Prediction/audio/0837.mp3,enquire_info,'0000000
Cantonese,有冇好書推介,./Intent_Prediction/audio/0839.mp3,enquire_info,'000000
Cantonese,點樣換手機壁紙,./Intent_Prediction/audio/0841.mp3,enquire_info,'0000000
Cantonese,明天開會幾點鐘,./Intent_Prediction/audio/0843.mp3,enquire_info,'0000000
Cantonese,我應該著咩去派對,./Intent_Prediction/audio/0846.mp3,enquire_info,'00000000
Cantonese,有冇好聽嘅Podcast,./Intent_Prediction/audio/0847.mp3,enquire_info,'000000
Cantonese,咩方法整沙律最好,./Intent_Prediction/audio/0849.mp3,enquire_info,'00000000
Cantonese,可以教我整Smoothie嗎,./Intent_Prediction/audio/0850.mp3,enquire_info,'0000000
Cantonese,點樣開始一個新興趣,./Intent_Prediction/audio/0852.mp3,enquire_info,'000000000
Cantonese,有冇推薦嘅週末活動,./Intent_Prediction/audio/0853.mp3,enquire_info,'000000000
Cantonese,可唔可以幫我溫習考試,./Intent_Prediction/audio/0854.mp3,enquire_info,'0000000000
Cantonese,點樣修理打印機,./Intent_Prediction/audio/0855.mp3,enquire_info,'0000000
Cantonese,點樣保持動力,./Intent_Prediction/audio/0856.mp3,enquire_info,'000000
Cantonese,有冇推薦嘅運動計劃,./Intent_Prediction/audio/0857.mp3,enquire_info,'000000000
Cantonese,點樣取消訂閱,./Intent_Prediction/audio/0859.mp3,enquire_info,'000000
Cantonese,點樣儲錢最有效,./Intent_Prediction/audio/0860.mp3,enquire_info,'0000000
Cantonese,可以教我點綁領帶嗎,./Intent_Prediction/audio/0861.mp3,enquire_info,'000000000
Cantonese,你識唔識整蛋糕,./Intent_Prediction/audio/0863.mp3,enquire_info,'0000000
Cantonese,工作後點樣放鬆,./Intent_Prediction/audio/0864.mp3,enquire_info,'0000000
Cantonese,點樣處理壓力,./Intent_Prediction/audio/0865.mp3,enquire_info,'000000
Cantonese,有冇推薦嘅週末短途旅行,./Intent_Prediction/audio/0867.mp3,enquire_info,'00000000000
Cantonese,點樣學煮野食,./Intent_Prediction/audio/0868.mp3,enquire_info,'000000
Cantonese,如何編排預算,./Intent_Prediction/audio/0869.mp3,enquire_info,'000000
Cantonese,有冇好嘅電視劇推介,./Intent_Prediction/audio/0870.mp3,enquire_info,'000000000
Cantonese,點樣開始寫日記,./Intent_Prediction/audio/0874.mp3,enquire_info,'0000000
Cantonese,點樣組織派對,./Intent_Prediction/audio/0876.mp3,enquire_info,'000000
Cantonese,有冇推薦嘅健康小食,./Intent_Prediction/audio/0877.mp3,enquire_info,'000000000
Cantonese,點樣提高口語表達能力,./Intent_Prediction/audio/0879.mp3,enquire_info,'0000000000
Cantonese,你理想嘅度假係點樣,./Intent_Prediction/audio/0880.mp3,enquire_info,'000000000
Cantonese,點樣保持一日高效,./Intent_Prediction/audio/0881.mp3,enquire_info,'00000000
Cantonese,有冇啲好電影推薦,./Intent_Prediction/audio/0882.mp3,enquire_info,'00000000
Cantonese,點樣自己開設網站,./Intent_Prediction/audio/0883.mp3,enquire_info,'00000000
English,Is Metformin available for purchase,./Intent_Prediction/audio/0901.mp3,enquire_info,'03000
English,Is Metformin and Atorvastatin available for purchase,./Intent_Prediction/audio/0952.mp3,enquire_info,'0305000
English,Where is the nearest coffee shop,./Intent_Prediction/audio/0150.mp3,enquire_location,'000000
Cantonese,邊度有咖啡店,./Intent_Prediction/audio/0151.mp3,enquire_location,'000000
English,Do you know any good restaurants nearby,./Intent_Prediction/audio/0170.mp3,enquire_location,'0000000
Cantonese,附近有咩好餐廳,./Intent_Prediction/audio/0171.mp3,enquire_location,'0000000
English,How long will it take to get there,./Intent_Prediction/audio/0172.mp3,enquire_location,'00000000
Cantonese,去到嗰度要幾耐,./Intent_Prediction/audio/0173.mp3,enquire_location,'0000000
English,Where is the nearest bus stop,./Intent_Prediction/audio/0182.mp3,enquire_location,'000000
Cantonese,最近巴士站喺邊,./Intent_Prediction/audio/0183.mp3,enquire_location,'0000000
English,How do I get to the train station,./Intent_Prediction/audio/0184.mp3,enquire_location,'00000000
Cantonese,點樣去火車站,./Intent_Prediction/audio/0185.mp3,enquire_location,'000000
English,Where is the closest supermarket,./Intent_Prediction/audio/0198.mp3,enquire_location,'00000
Cantonese,最近嘅超市喺邊,./Intent_Prediction/audio/0199.mp3,enquire_location,'0000000
English,How far is the airport from here,./Intent_Prediction/audio/0208.mp3,enquire_location,'0000000
Cantonese,機場距離呢度有幾遠,./Intent_Prediction/audio/0209.mp3,enquire_location,'000000000
English,I need help finding a parking spot,./Intent_Prediction/audio/0212.mp3,enquire_location,'0000000
Cantonese,幫我搵個泊車位,./Intent_Prediction/audio/0213.mp3,enquire_location,'0000000
English,Where's a good place to go hiking,./Intent_Prediction/audio/0708.mp3,enquire_location,'0000000
English,How do I get to the train station,./Intent_Prediction/audio/0728.mp3,enquire_location,'00000000
English,Can you recommend a good restaurant,./Intent_Prediction/audio/0731.mp3,enquire_location,'000000
English,Where can I find the nearest coffee shop,./Intent_Prediction/audio/0732.mp3,enquire_location,'00000000
English,Where can I buy a new phone,./Intent_Prediction/audio/0738.mp3,enquire_location,'0000000
English,Where can I get some good coffee,./Intent_Prediction/audio/0744.mp3,enquire_location,'0000000
English,Where can I buy a new laptop,./Intent_Prediction/audio/0748.mp3,enquire_location,'0000000
English,Whats the fastest way to get to the airport,./Intent_Prediction/audio/0749.mp3,enquire_location,'000000000
Cantonese,有冇好地方可以行山,./Intent_Prediction/audio/0753.mp3,enquire_location,'000000000
Cantonese,你覺得邊間餐廳好食,./Intent_Prediction/audio/0756.mp3,enquire_location,'000000000
Cantonese,點樣去旺角,./Intent_Prediction/audio/0772.mp3,enquire_location,'00000
Cantonese,唔該你幫我查下餐廳位置,./Intent_Prediction/audio/0776.mp3,enquire_location,'00000000000
Cantonese,有冇地方可以買咖啡,./Intent_Prediction/audio/0780.mp3,enquire_location,'000000000
English,Where can I find a good coffee shop,./Intent_Prediction/audio/0794.mp3,enquire_location,'00000000
English,Wheres a good place to eat lunch,./Intent_Prediction/audio/0798.mp3,enquire_location,'0000000
English,Can you help me with my computer problem,./Intent_Prediction/audio/0799.mp3,enquire_location,'00000000
English,Where can I buy a new pair of shoes,./Intent_Prediction/audio/0805.mp3,enquire_location,'000000000
English,Where can I buy a phone charger,./Intent_Prediction/audio/0812.mp3,enquire_location,'0000000
English,Where can I buy groceries,./Intent_Prediction/audio/0816.mp3,enquire_location,'00000
English,Wheres a good place to go on a road trip,./Intent_Prediction/audio/0825.mp3,enquire_location,'0000000000
English,Where can I get a new phone case,./Intent_Prediction/audio/0829.mp3,enquire_location,'00000000
English,Where can I buy a new laptop bag,./Intent_Prediction/audio/0832.mp3,enquire_location,'00000000
English,Where can I find a good dentist,./Intent_Prediction/audio/0838.mp3,enquire_location,'0000000
Cantonese,邊度有間好嘅咖啡店,./Intent_Prediction/audio/0840.mp3,enquire_location,'000000000
Cantonese,有冇地方可以食午餐,./Intent_Prediction/audio/0844.mp3,enquire_location,'000000000
Cantonese,可唔可以幫我解決電腦問題,./Intent_Prediction/audio/0845.mp3,enquire_location,'000000000000
Cantonese,邊度有得買新鞋,./Intent_Prediction/audio/0851.mp3,enquire_location,'0000000
Cantonese,邊度可以買手機充電器,./Intent_Prediction/audio/0858.mp3,enquire_location,'0000000000
Cantonese,邊度可以買到雜貨,./Intent_Prediction/audio/0862.mp3,enquire_location,'00000000
Cantonese,邊度有好嘅路上旅行地點,./Intent_Prediction/audio/0871.mp3,enquire_location,'00000000000
Cantonese,邊度有得買新手機殼,./Intent_Prediction/audio/0875.mp3,enquire_location,'000000000
Cantonese,邊度有得買新電腦袋,./Intent_Prediction/audio/0878.mp3,enquire_location,'000000000
Cantonese,邊度有得搵到好嘅牙醫,./Intent_Prediction/audio/0884.mp3,enquire_location,'0000000000
English,Where can I find Metformin,./Intent_Prediction/audio/0885.mp3,enquire_location,'00003
English,Where can I get Amitriptyline,./Intent_Prediction/audio/0888.mp3,enquire_location,'00007
English,Do you know where I can buy Metformin,./Intent_Prediction/audio/0889.mp3,enquire_location,'00000003
English,Can you find a pharmacy that sells ACE Inhibitors,./Intent_Prediction/audio/0890.mp3,enquire_location,'000000012
English,Where are the diabetes medications located,./Intent_Prediction/audio/0891.mp3,enquire_location,'000300
English,Is Atorvastatin available in the store,./Intent_Prediction/audio/0892.mp3,enquire_location,'050000
English,Where can I pick up medication for high blood pressure,./Intent_Prediction/audio/0893.mp3,enquire_location,'0000000122
English,Do you know where I can purchase Metformin for diabetes,./Intent_Prediction/audio/0896.mp3,enquire_location,'0000000303
English,Where can I buy heart disease medication,./Intent_Prediction/audio/0898.mp3,enquire_location,'0000560
English,Where can I find antidepressants like Amitriptyline,./Intent_Prediction/audio/0904.mp3,enquire_location,'0000007
English,Where can I purchase hypertension medication,./Intent_Prediction/audio/0908.mp3,enquire_location,'000010
English,Do you have any information on where I can get Amitriptyline,./Intent_Prediction/audio/0909.mp3,enquire_location,'00000000007
English,Where can I find blood pressure medicine in this store,./Intent_Prediction/audio/0911.mp3,enquire_location,'0000000000
English,Where can I find Metformin and Atorvastatin,./Intent_Prediction/audio/0937.mp3,enquire_location,'0000305
English,Do you know where I can buy Amitriptyline and diabetes medication,./Intent_Prediction/audio/0941.mp3,enquire_location,'00000007030
English,Can you find a pharmacy that sells both Atorvastatin and Metformin,./Intent_Prediction/audio/0942.mp3,enquire_location,'00000000503
English,Where can I pick up Metformin and hypertension medication,./Intent_Prediction/audio/0945.mp3,enquire_location,'000003010
English,Where can I buy Amitriptyline and coronary heart disease medication,./Intent_Prediction/audio/0949.mp3,enquire_location,'0000705660
English,Where can I find Amitriptyline and Metformin in the pharmacy,./Intent_Prediction/audio/0955.mp3,enquire_location,'0000703000
English,Where can I buy Metformin Amitriptyline and heart disease medication,./Intent_Prediction/audio/0957.mp3,enquire_location,'0000370560
English,I need something for coronary heart disease,./Intent_Prediction/audio/0020.mp3,enquire_suitable_med,'0000566
English,What should I take for my condition,./Intent_Prediction/audio/0029.mp3,enquire_suitable_med,'0000000
Cantonese,我應該食咩藥,./Intent_Prediction/audio/0030.mp3,enquire_suitable_med,'000000
English,Which medicine is right for me,./Intent_Prediction/audio/0031.mp3,enquire_suitable_med,'000000
Cantonese,應該拎咩藥,./Intent_Prediction/audio/0032.mp3,enquire_suitable_med,'00000
English,What should I use for depression,./Intent_Prediction/audio/0062.mp3,enquire_suitable_med,'000007
English,Which pill do I need for diabetes,./Intent_Prediction/audio/0064.mp3,enquire_suitable_med,'0000003
Cantonese,我應該用咩藥,./Intent_Prediction/audio/0065.mp3,enquire_suitable_med,'000000
English,Can you suggest a medicine for CAD,./Intent_Prediction/audio/0066.mp3,enquire_suitable_med,'0000005
Cantonese,冠心病食咩藥,./Intent_Prediction/audio/0067.mp3,enquire_suitable_med,'566000
English,Find the medicine for high blood pressure,./Intent_Prediction/audio/0068.mp3,enquire_suitable_med,'0000122
English,Which medicine helps with my heart condition,./Intent_Prediction/audio/0100.mp3,enquire_suitable_med,'0000000
Cantonese,食咩藥可以治好心臟病,./Intent_Prediction/audio/0101.mp3,enquire_suitable_med,'0000000566
English,What do I need for my diabetes,./Intent_Prediction/audio/0102.mp3,enquire_suitable_med,'0000003
Cantonese,我應該攞咩藥治糖尿病,./Intent_Prediction/audio/0103.mp3,enquire_suitable_med,'0000000344
English,Can you check what medicine suits me,./Intent_Prediction/audio/0104.mp3,enquire_suitable_med,'0000000
Cantonese,有咩藥適合我用,./Intent_Prediction/audio/0105.mp3,enquire_suitable_med,'0000000
English,I need medication for high blood pressure,./Intent_Prediction/audio/0106.mp3,enquire_suitable_med,'0000122
English,What medicine should I use for high blood pressure,./Intent_Prediction/audio/0138.mp3,enquire_suitable_med,'000000122
Cantonese,治高血壓食咩藥,./Intent_Prediction/audio/0139.mp3,enquire_suitable_med,'0122000
English,Which pills are good for heart disease,./Intent_Prediction/audio/0140.mp3,enquire_suitable_med,'0000056
Cantonese,治心臟病應該用咩藥,./Intent_Prediction/audio/0141.mp3,enquire_suitable_med,'056600000
English,Can you suggest the right medicine for me,./Intent_Prediction/audio/0142.mp3,enquire_suitable_med,'00000000
Cantonese,我應該買咩藥,./Intent_Prediction/audio/0143.mp3,enquire_suitable_med,'000000
English,What tablets should I use for my condition,./Intent_Prediction/audio/0144.mp3,enquire_suitable_med,'00000000
Cantonese,咩藥適合治療我嘅病,./Intent_Prediction/audio/0145.mp3,enquire_suitable_med,'000000000
Cantonese,可能要高血壓嘅藥啦  ,./Intent_Prediction/audio/0616.mp3,enquire_suitable_med,'000122000
Cantonese,唔知係咪要糖尿病嗰隻  ,./Intent_Prediction/audio/0617.mp3,enquire_suitable_med,'0000034400
Cantonese,我諗緊要唔要阿伐他汀  ,./Intent_Prediction/audio/0618.mp3,enquire_suitable_med,'0000005666
Cantonese,係咪應該攞返抑鬱症嗰啲呀  ,./Intent_Prediction/audio/0619.mp3,enquire_suitable_med,'000000780000
Cantonese,未必係甲福明但應該差唔多  ,./Intent_Prediction/audio/0620.mp3,enquire_suitable_med,'000344000000
Cantonese,可能係hypertension  ,./Intent_Prediction/audio/0621.mp3,enquire_suitable_med,'0001
Cantonese,我記得好似係metformin  ,./Intent_Prediction/audio/0622.mp3,enquire_suitable_med,'0000003
Cantonese,應該係depression用開嗰隻  ,./Intent_Prediction/audio/0623.mp3,enquire_suitable_med,'00070000
Cantonese,會唔會係antidepressant呀  ,./Intent_Prediction/audio/0624.mp3,enquire_suitable_med,'000070
Cantonese,可能係cad嗰種  ,./Intent_Prediction/audio/0625.mp3,enquire_suitable_med,'000500
Cantonese,都唔太肯定係阿米替林定係amitriptyline  ,./Intent_Prediction/audio/0626.mp3,enquire_suitable_med,'0000007888007
Cantonese,我估應該係coronary heart disease嗰啲  ,./Intent_Prediction/audio/0627.mp3,enquire_suitable_med,'0000056600
Cantonese,係唔係血管緊張素轉換酶抑制劑呀  ,./Intent_Prediction/audio/0628.mp3,enquire_suitable_med,'000122222222220
Cantonese,可能係diabetes用開嗰隻藥  ,./Intent_Prediction/audio/0629.mp3,enquire_suitable_med,'000300000
Cantonese,未必係高血壓不過好似係咁  ,./Intent_Prediction/audio/0630.mp3,enquire_suitable_med,'000122000000
Cantonese,我唔太記得係atorvastatin定其他  ,./Intent_Prediction/audio/0631.mp3,enquire_suitable_med,'0000005000
Cantonese,可能要搵返阿伐他汀  ,./Intent_Prediction/audio/0632.mp3,enquire_suitable_med,'000005666
Cantonese,我懷疑係depression disorder  ,./Intent_Prediction/audio/0633.mp3,enquire_suitable_med,'000070
Cantonese,唔知係咪抓錯咗high blood pressure  ,./Intent_Prediction/audio/0634.mp3,enquire_suitable_med,'0000000122
Cantonese,應該係amitriptyline咁上下啦  ,./Intent_Prediction/audio/0635.mp3,enquire_suitable_med,'00070000
Cantonese,應該係某種糖尿病藥但唔記得名  ,./Intent_Prediction/audio/0636.mp3,enquire_suitable_med,'00000344000000
Cantonese,可能係心臟病嗰隻嚟嘅  ,./Intent_Prediction/audio/0637.mp3,enquire_suitable_med,'0005660000
Cantonese,會唔會係high blood pressure個款  ,./Intent_Prediction/audio/0638.mp3,enquire_suitable_med,'000012200
Cantonese,都唔肯定係唔係ace inhibitor  ,./Intent_Prediction/audio/0639.mp3,enquire_suitable_med,'000000012
Cantonese,我估可能係阿米替林定其他啲類似嘅  ,./Intent_Prediction/audio/0640.mp3,enquire_suitable_med,'0000078880000000
Cantonese,記得包裝上面寫住metformin定乜乜咁  ,./Intent_Prediction/audio/0641.mp3,enquire_suitable_med,'0000000030000
Cantonese,可能係hypertension但唔係好確定  ,./Intent_Prediction/audio/0642.mp3,enquire_suitable_med,'0001000000
Cantonese,可能係俾冠心病用嘅藥  ,./Intent_Prediction/audio/0643.mp3,enquire_suitable_med,'0000566000
Cantonese,聽人講好似係atorvastatin  ,./Intent_Prediction/audio/0644.mp3,enquire_suitable_med,'0000005
Cantonese,我唔記得係咪depression定係其他情緒嗰啲  ,./Intent_Prediction/audio/0645.mp3,enquire_suitable_med,'000000700000000
Cantonese,可能係用嚟壓血壓嗰類  ,./Intent_Prediction/audio/0646.mp3,enquire_suitable_med,'0000012200
Cantonese,有機會係antidepressant但我唔識分  ,./Intent_Prediction/audio/0647.mp3,enquire_suitable_med,'0000700000
Cantonese,阿醫生上次講好似係cad定coronary咁嘅名  ,./Intent_Prediction/audio/0648.mp3,enquire_suitable_med,'000000000500000
Cantonese,我唔係好識英文藥名但好似係嗰啲  ,./Intent_Prediction/audio/0649.mp3,enquire_suitable_med,'000000000000000
Cantonese,唔太肯定係唔係抑鬱症用嗰啲藥  ,./Intent_Prediction/audio/0650.mp3,enquire_suitable_med,'00000007800000
Cantonese,可能要試下揾返甲福明睇下啱唔啱  ,./Intent_Prediction/audio/0651.mp3,enquire_suitable_med,'000000034400000
Cantonese,感覺上係diabetes相關嘅嘢  ,./Intent_Prediction/audio/0652.mp3,enquire_suitable_med,'000030000
Cantonese,我估可能係抓咗錯藥都唔定  ,./Intent_Prediction/audio/0653.mp3,enquire_suitable_med,'000000000000
Cantonese,都唔知係邊隻比較啱用喎  ,./Intent_Prediction/audio/0654.mp3,enquire_suitable_med,'00000000000
Cantonese,會唔會係嗰啲血壓藥其中一種呢  ,./Intent_Prediction/audio/0655.mp3,enquire_suitable_med,'00000012200000
Cantonese,可能係降血壓嗰啲藥啦  ,./Intent_Prediction/audio/0656.mp3,enquire_suitable_med,'0000000000
Cantonese,唔知係糖尿病藥定抗抑鬱藥  ,./Intent_Prediction/audio/0657.mp3,enquire_suitable_med,'000344000780
Cantonese,應該係控制血脂嗰類掛  ,./Intent_Prediction/audio/0658.mp3,enquire_suitable_med,'0000056000
Cantonese,記得上次好似開咗啲心臟病藥  ,./Intent_Prediction/audio/0659.mp3,enquire_suitable_med,'0000000005660
Cantonese,我估係一種精神科藥但唔太肯定  ,./Intent_Prediction/audio/0660.mp3,enquire_suitable_med,'00000000000000
Cantonese,有機會係嗰啲糖尿病控制藥  ,./Intent_Prediction/audio/0661.mp3,enquire_suitable_med,'000000344000
Cantonese,可能係兩隻藥其中一隻啦  ,./Intent_Prediction/audio/0662.mp3,enquire_suitable_med,'00000000000
Cantonese,我都唔記得係邊種血壓藥  ,./Intent_Prediction/audio/0663.mp3,enquire_suitable_med,'00000000122
Cantonese,係咪嗰啲情緒藥呀唔肯定  ,./Intent_Prediction/audio/0664.mp3,enquire_suitable_med,'00000000000
